index	breadcrumb	title_zh	title_en	reference_doc_url	pillar	diataxis	status	qchem_module	milestone	is_class_leaf	mirror_site_path
214	api/express	参考 API · inquanto.express	Reference API · inquanto.express	https://docs.quantinuum.com/inquanto/api/inquanto/express.html	P2	reference	partial	qchem_stack.express		0	/mirror/api/express/
215	api/geometries	参考 API · inquanto.geometries	Reference API · inquanto.geometries	https://docs.quantinuum.com/inquanto/api/inquanto/geometry.html	P1	reference	partial	qchem_stack.chem.molecule		0	/mirror/api/geometries/
216	api/protocols	参考 API · inquanto.protocols	Reference API · inquanto.protocols	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html	P2	reference	partial	qchem_stack.protocols		0	/mirror/api/protocols/
217	api/protocols/classes/PauliAveraging	PauliAveraging	PauliAveraging	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.PauliAveraging	P2	reference	shipped	qchem_stack.protocols.PauliAveragingProtocol		1	/mirror/api/protocols/classes/PauliAveraging/
218	api/protocols/classes/HadamardTest	HadamardTest	HadamardTest	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.HadamardTest	P2	reference	partial			1	/mirror/api/protocols/classes/HadamardTest/
219	api/protocols/classes/ComputeUncompute	ComputeUncompute	ComputeUncompute	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.ComputeUncompute	P2	reference	placeholder		Q3 2026	1	/mirror/api/protocols/classes/ComputeUncompute/
220	api/protocols/classes/DestructiveSwapTest	DestructiveSwapTest	DestructiveSwapTest	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.DestructiveSwapTest	P2	reference	placeholder		Q3 2026	1	/mirror/api/protocols/classes/DestructiveSwapTest/
221	api/protocols/classes/SwapTest	SwapTest	SwapTest	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.SwapTest	P2	reference	placeholder		Q3 2026	1	/mirror/api/protocols/classes/SwapTest/
222	api/protocols/classes/HadamardTestOverlap	HadamardTestOverlap	HadamardTestOverlap	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.HadamardTestOverlap	P2	reference	placeholder		Q3 2026	1	/mirror/api/protocols/classes/HadamardTestOverlap/
223	api/protocols/classes/FactorizedOverlap	FactorizedOverlap	FactorizedOverlap	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.FactorizedOverlap	P2	reference	placeholder		Q3 2026	1	/mirror/api/protocols/classes/FactorizedOverlap/
224	api/protocols/classes/SwapFactorizedOverlap	SwapFactorizedOverlap	SwapFactorizedOverlap	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.SwapFactorizedOverlap	P2	reference	placeholder		Q3 2026	1	/mirror/api/protocols/classes/SwapFactorizedOverlap/
225	api/protocols/classes/ComputeUncomputeFactorizedOverlap	ComputeUncomputeFactorizedOverlap	ComputeUncomputeFactorizedOverlap	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.ComputeUncomputeFactorizedOverlap	P2	reference	placeholder		Q3 2026	1	/mirror/api/protocols/classes/ComputeUncomputeFactorizedOverlap/
226	api/protocols/classes/SparseStatevectorProtocol	SparseStatevectorProtocol	SparseStatevectorProtocol	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.SparseStatevectorProtocol	P2	reference	partial			1	/mirror/api/protocols/classes/SparseStatevectorProtocol/
227	api/protocols/classes/BackendStatevectorProtocol	BackendStatevectorProtocol	BackendStatevectorProtocol	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.BackendStatevectorProtocol	P2	reference	partial			1	/mirror/api/protocols/classes/BackendStatevectorProtocol/
228	api/protocols/classes/SymbolicProtocol	SymbolicProtocol	SymbolicProtocol	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.SymbolicProtocol	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/SymbolicProtocol/
229	api/protocols/classes/HadamardTestDerivativeOverlap	HadamardTestDerivativeOverlap	HadamardTestDerivativeOverlap	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.HadamardTestDerivativeOverlap	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/HadamardTestDerivativeOverlap/
230	api/protocols/classes/HadamardTestDerivative	HadamardTestDerivative	HadamardTestDerivative	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.HadamardTestDerivative	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/HadamardTestDerivative/
231	api/protocols/classes/CanonicalPhaseEstimation	CanonicalPhaseEstimation	CanonicalPhaseEstimation	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.CanonicalPhaseEstimation	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/CanonicalPhaseEstimation/
232	api/protocols/classes/IterativePhaseEstimation	IterativePhaseEstimation	IterativePhaseEstimation	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.IterativePhaseEstimation	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/IterativePhaseEstimation/
233	api/protocols/classes/IterativePhaseEstimationSingleCircuit	IterativePhaseEstimationSingleCircuit	IterativePhaseEstimationSingleCircuit	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.IterativePhaseEstimationSingleCircuit	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/IterativePhaseEstimationSingleCircuit/
234	api/protocols/classes/IterativePhaseEstimationQuantinuum	IterativePhaseEstimationQuantinuum	IterativePhaseEstimationQuantinuum	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.IterativePhaseEstimationQuantinuum	P2	reference	not-applicable			1	/mirror/api/protocols/classes/IterativePhaseEstimationQuantinuum/
235	api/protocols/classes/IterativePhaseEstimationStatevector	IterativePhaseEstimationStatevector	IterativePhaseEstimationStatevector	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.IterativePhaseEstimationStatevector	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/IterativePhaseEstimationStatevector/
236	api/protocols/classes/ProjectiveMeasurements	ProjectiveMeasurements	ProjectiveMeasurements	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.ProjectiveMeasurements	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/ProjectiveMeasurements/
237	api/protocols/classes/ProtocolList	ProtocolList	ProtocolList	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.ProtocolList	P2	reference	partial			1	/mirror/api/protocols/classes/ProtocolList/
238	api/protocols/classes/PMSV	PMSV	PMSV	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.PMSV	P2	reference	shipped	qchem_stack.mitigation.pmsv		1	/mirror/api/protocols/classes/PMSV/
239	api/protocols/classes/SPAM	SPAM	SPAM	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.SPAM	P2	reference	shipped	qchem_stack.mitigation.spam		1	/mirror/api/protocols/classes/SPAM/
240	api/protocols/classes/CombinedMitigation	CombinedMitigation	CombinedMitigation	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.CombinedMitigation	P2	reference	partial			1	/mirror/api/protocols/classes/CombinedMitigation/
241	api/protocols/classes/BackendResultBootstrap	BackendResultBootstrap	BackendResultBootstrap	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.BackendResultBootstrap	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/BackendResultBootstrap/
242	api/protocols/classes/BackendResultSplit	BackendResultSplit	BackendResultSplit	https://docs.quantinuum.com/inquanto/api/inquanto/protocols.html#inquanto.protocols.BackendResultSplit	P2	reference	placeholder		Q4 2026	1	/mirror/api/protocols/classes/BackendResultSplit/
243	api/extensions_pyscf	参考 API · inquanto.extensions.pyscf	Reference API · inquanto.extensions.pyscf	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html	P1	reference	partial	qchem_stack.chem.drivers.pyscf_driver		0	/mirror/api/extensions_pyscf/
244	api/extensions_pyscf/classes/AVAS	AVAS	AVAS	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.AVAS	P1	reference	shipped			1	/mirror/api/extensions_pyscf/classes/AVAS/
245	api/extensions_pyscf/classes/CASSCF	CASSCF	CASSCF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.CASSCF	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/CASSCF/
246	api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularRHF	ChemistryDriverPySCFMolecularRHF	ChemistryDriverPySCFMolecularRHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMolecularRHF	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularRHF/
247	api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularROHF	ChemistryDriverPySCFMolecularROHF	ChemistryDriverPySCFMolecularROHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMolecularROHF	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularROHF/
248	api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularUHF	ChemistryDriverPySCFMolecularUHF	ChemistryDriverPySCFMolecularUHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMolecularUHF	P1	reference	placeholder		Q3 2026	1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularUHF/
249	api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularRHFQMMMCOSMO	ChemistryDriverPySCFMolecularRHFQMMMCOSMO	ChemistryDriverPySCFMolecularRHFQMMMCOSMO	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMolecularRHFQMMMCOSMO	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularRHFQMMMCOSMO/
250	api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularROHFQMMMCOSMO	ChemistryDriverPySCFMolecularROHFQMMMCOSMO	ChemistryDriverPySCFMolecularROHFQMMMCOSMO	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMolecularROHFQMMMCOSMO	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularROHFQMMMCOSMO/
251	api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularUHFQMMMCOSMO	ChemistryDriverPySCFMolecularUHFQMMMCOSMO	ChemistryDriverPySCFMolecularUHFQMMMCOSMO	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMolecularUHFQMMMCOSMO	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMolecularUHFQMMMCOSMO/
252	api/extensions_pyscf/classes/ChemistryDriverPySCFGammaRHF	ChemistryDriverPySCFGammaRHF	ChemistryDriverPySCFGammaRHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFGammaRHF	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFGammaRHF/
253	api/extensions_pyscf/classes/ChemistryDriverPySCFGammaROHF	ChemistryDriverPySCFGammaROHF	ChemistryDriverPySCFGammaROHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFGammaROHF	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFGammaROHF/
254	api/extensions_pyscf/classes/ChemistryDriverPySCFMomentumRHF	ChemistryDriverPySCFMomentumRHF	ChemistryDriverPySCFMomentumRHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMomentumRHF	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMomentumRHF/
255	api/extensions_pyscf/classes/ChemistryDriverPySCFMomentumROHF	ChemistryDriverPySCFMomentumROHF	ChemistryDriverPySCFMomentumROHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFMomentumROHF	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFMomentumROHF/
256	api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingRHF	ChemistryDriverPySCFEmbeddingRHF	ChemistryDriverPySCFEmbeddingRHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFEmbeddingRHF	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingRHF/
257	api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingROHF	ChemistryDriverPySCFEmbeddingROHF	ChemistryDriverPySCFEmbeddingROHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFEmbeddingROHF	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingROHF/
258	api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingROHF_UHF	ChemistryDriverPySCFEmbeddingROHF_UHF	ChemistryDriverPySCFEmbeddingROHF_UHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFEmbeddingROHF_UHF	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingROHF_UHF/
259	api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingGammaRHF	ChemistryDriverPySCFEmbeddingGammaRHF	ChemistryDriverPySCFEmbeddingGammaRHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFEmbeddingGammaRHF	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingGammaRHF/
260	api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingGammaROHF_UHF	ChemistryDriverPySCFEmbeddingGammaROHF_UHF	ChemistryDriverPySCFEmbeddingGammaROHF_UHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFEmbeddingGammaROHF_UHF	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFEmbeddingGammaROHF_UHF/
261	api/extensions_pyscf/classes/ChemistryDriverPySCFIntegrals	ChemistryDriverPySCFIntegrals	ChemistryDriverPySCFIntegrals	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ChemistryDriverPySCFIntegrals	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/ChemistryDriverPySCFIntegrals/
262	api/extensions_pyscf/classes/DMETRHFFragmentPySCFActive	DMETRHFFragmentPySCFActive	DMETRHFFragmentPySCFActive	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.DMETRHFFragmentPySCFActive	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/DMETRHFFragmentPySCFActive/
263	api/extensions_pyscf/classes/DMETRHFFragmentPySCFCCSD	DMETRHFFragmentPySCFCCSD	DMETRHFFragmentPySCFCCSD	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.DMETRHFFragmentPySCFCCSD	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/DMETRHFFragmentPySCFCCSD/
264	api/extensions_pyscf/classes/DMETRHFFragmentPySCFFCI	DMETRHFFragmentPySCFFCI	DMETRHFFragmentPySCFFCI	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.DMETRHFFragmentPySCFFCI	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/DMETRHFFragmentPySCFFCI/
265	api/extensions_pyscf/classes/DMETRHFFragmentPySCFMP2	DMETRHFFragmentPySCFMP2	DMETRHFFragmentPySCFMP2	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.DMETRHFFragmentPySCFMP2	P1	reference	placeholder		Q4 2026	1	/mirror/api/extensions_pyscf/classes/DMETRHFFragmentPySCFMP2/
266	api/extensions_pyscf/classes/DMETRHFFragmentPySCFRHF	DMETRHFFragmentPySCFRHF	DMETRHFFragmentPySCFRHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.DMETRHFFragmentPySCFRHF	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/DMETRHFFragmentPySCFRHF/
267	api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFActive	ImpurityDMETROHFFragmentPySCFActive	ImpurityDMETROHFFragmentPySCFActive	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ImpurityDMETROHFFragmentPySCFActive	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFActive/
268	api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFCCSD	ImpurityDMETROHFFragmentPySCFCCSD	ImpurityDMETROHFFragmentPySCFCCSD	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ImpurityDMETROHFFragmentPySCFCCSD	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFCCSD/
269	api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFFCI	ImpurityDMETROHFFragmentPySCFFCI	ImpurityDMETROHFFragmentPySCFFCI	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ImpurityDMETROHFFragmentPySCFFCI	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFFCI/
270	api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFMP2	ImpurityDMETROHFFragmentPySCFMP2	ImpurityDMETROHFFragmentPySCFMP2	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ImpurityDMETROHFFragmentPySCFMP2	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFMP2/
271	api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFROHF	ImpurityDMETROHFFragmentPySCFROHF	ImpurityDMETROHFFragmentPySCFROHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.ImpurityDMETROHFFragmentPySCFROHF	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/ImpurityDMETROHFFragmentPySCFROHF/
272	api/extensions_pyscf/classes/FromActiveOrbitals	FromActiveOrbitals	FromActiveOrbitals	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FromActiveOrbitals	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/FromActiveOrbitals/
273	api/extensions_pyscf/classes/FromActiveSpace	FromActiveSpace	FromActiveSpace	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FromActiveSpace	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/FromActiveSpace/
274	api/extensions_pyscf/classes/FrozenCore	FrozenCore	FrozenCore	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FrozenCore	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/FrozenCore/
275	api/extensions_pyscf/classes/FMO	FMO	FMO	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FMO	P1	reference	placeholder		2027	1	/mirror/api/extensions_pyscf/classes/FMO/
276	api/extensions_pyscf/classes/FMOFragment	FMOFragment	FMOFragment	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FMOFragment	P1	reference	placeholder		2027	1	/mirror/api/extensions_pyscf/classes/FMOFragment/
277	api/extensions_pyscf/classes/FMOFragmentPySCFActive	FMOFragmentPySCFActive	FMOFragmentPySCFActive	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FMOFragmentPySCFActive	P1	reference	placeholder		2027	1	/mirror/api/extensions_pyscf/classes/FMOFragmentPySCFActive/
278	api/extensions_pyscf/classes/FMOFragmentPySCFCCSD	FMOFragmentPySCFCCSD	FMOFragmentPySCFCCSD	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FMOFragmentPySCFCCSD	P1	reference	placeholder		2027	1	/mirror/api/extensions_pyscf/classes/FMOFragmentPySCFCCSD/
279	api/extensions_pyscf/classes/FMOFragmentPySCFMP2	FMOFragmentPySCFMP2	FMOFragmentPySCFMP2	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FMOFragmentPySCFMP2	P1	reference	placeholder		2027	1	/mirror/api/extensions_pyscf/classes/FMOFragmentPySCFMP2/
280	api/extensions_pyscf/classes/FMOFragmentPySCFRHF	FMOFragmentPySCFRHF	FMOFragmentPySCFRHF	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.FMOFragmentPySCFRHF	P1	reference	placeholder		2027	1	/mirror/api/extensions_pyscf/classes/FMOFragmentPySCFRHF/
281	api/extensions_pyscf/classes/PySCFChemistryRestrictedIntegralOperator	PySCFChemistryRestrictedIntegralOperator	PySCFChemistryRestrictedIntegralOperator	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.PySCFChemistryRestrictedIntegralOperator	P1	reference	partial			1	/mirror/api/extensions_pyscf/classes/PySCFChemistryRestrictedIntegralOperator/
282	api/extensions_pyscf/classes/PySCFChemistryUnrestrictedIntegralOperator	PySCFChemistryUnrestrictedIntegralOperator	PySCFChemistryUnrestrictedIntegralOperator	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-pyscf_api.html#inquanto.extensions.pyscf.PySCFChemistryUnrestrictedIntegralOperator	P1	reference	placeholder			1	/mirror/api/extensions_pyscf/classes/PySCFChemistryUnrestrictedIntegralOperator/
283	api/extensions_cutensornet	参考 API · inquanto.extensions.cutensornet	Reference API · inquanto.extensions.cutensornet	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-cutensornet_api.html	P3	reference	partial	qchem_stack.tensornet		0	/mirror/api/extensions_cutensornet/
284	api/extensions_cutensornet/classes/CuTensorNetProtocol	CuTensorNetProtocol	CuTensorNetProtocol	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-cutensornet_api.html#inquanto.extensions.cutensornet.CuTensorNetProtocol	P3	reference	partial	qchem_stack.tensornet.cutensornet_protocol_stub		1	/mirror/api/extensions_cutensornet/classes/CuTensorNetProtocol/
285	api/extensions_nexus	参考 API · inquanto.extensions.nexus	Reference API · inquanto.extensions.nexus	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-nexus_api.html	P4	reference	not-applicable			0	/mirror/api/extensions_nexus/
286	api/extensions_phayes	参考 API · inquanto.extensions.phayes	Reference API · inquanto.extensions.phayes	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-phayes_api.html	P2	reference	placeholder		2027	0	/mirror/api/extensions_phayes/
287	api/extensions_nglview	参考 API · inquanto.extensions.nglview	Reference API · inquanto.extensions.nglview	https://docs.quantinuum.com/inquanto/api/extensions/inquanto-nglview_api.html	P1	reference	not-applicable			0	/mirror/api/extensions_nglview/
288	misc	杂项	Misc	https://docs.quantinuum.com/inquanto/misc/	meta	reference	shipped			0	/mirror/misc/
289	misc/release_notes	发行说明	Release notes	https://docs.quantinuum.com/inquanto/misc/changelog.html	meta	reference	shipped			0	/mirror/misc/release_notes/
290	misc/bibliography	参考文献	Bibliography	https://docs.quantinuum.com/inquanto/misc/bibliography.html	meta	reference	shipped			0	/mirror/misc/bibliography/
291	misc/contact_docs	联系支持（文档内页）	Contact support (in-docs)	https://docs.quantinuum.com/inquanto/misc/contact.html	meta	reference	not-applicable			0	/mirror/misc/contact_docs/
292	misc/how_to_cite	文献引用说明（参考镜像）	Citing upstream documentation (mirror)	https://docs.quantinuum.com/inquanto/misc/cite.html	meta	reference	shipped			0	/mirror/misc/how_to_cite/
293	misc/license	许可与版本	License / Changelog	https://docs.quantinuum.com/inquanto/misc/license.html	meta	reference	shipped			0	/mirror/misc/license/
294	misc/opensource_attribution	开源组件归属	Open-source attribution	https://docs.quantinuum.com/inquanto/misc/opensource.html	meta	reference	shipped			0	/mirror/misc/opensource_attribution/
295	misc/contact	联系我们（官网门户）	Contact (corporate portal)	https://www.quantinuum.com/contact/docs	meta	reference	shipped			0	/mirror/misc/contact/
